release,previous_release,release_date,previous_release_date,release_kind,commit,previous_commit,commits,files_changed,raw_insertions,raw_deletions,raw_churn,weighted_churn_points,generated_raw_churn,generated_weighted_churn_points,dominant_change_type,top_paths
rust-v0.121.0,rust-v0.120.0,2026-04-15T20:43:46+01:00,2026-04-10T18:58:04-07:00,stable-rollup,b3442f5e856cf4daa3e168128af8ee4bff30b0f4,84b1753e16766434a86ec29ab7a23984fd0f61fe,133,764,34540,9361,43901,37423.44,3054,597.54,Build / Release,codex-rs/app-server/src/codex_message_processor.rs (1328); codex-rs/analytics/src/analytics_client_tests.rs (1045); codex-rs/tui/src/bottom_pane/chat_composer/history_search.rs (958); codex-rs/tui/src/bottom_pane/chat_composer_history.rs (929); codex-rs/tui/src/chatwidget.rs (838)
rust-v0.122.0,rust-v0.121.0,2026-04-20T18:10:10+01:00,2026-04-15T20:43:46+01:00,stable-rollup,9e1c5b03525a2bedacac533dceb84ecaed0561e6,b3442f5e856cf4daa3e168128af8ee4bff30b0f4,162,778,62857,18347,81204,61524.86,4595,817.56,Build / Release,codex-rs/core/src/codex.rs (8169); codex-rs/core/src/session/mod.rs (3044); codex-rs/core/src/session/turn.rs (2246); codex-rs/app-server-protocol/schema/json/v2/ThreadTurnsListResponse.json (1631); codex-rs/app-server/src/codex_message_processor.rs (1608)
rust-v0.123.0,rust-v0.122.0,2026-04-22T17:25:21-07:00,2026-04-20T18:10:10+01:00,stable-rollup,d1005e4215bbbfb295ecd154883161d4f63d2f6e,9e1c5b03525a2bedacac533dceb84ecaed0561e6,79,577,44377,19471,63848,38680.58,8854,1588.48,Build / Release,codex-rs/tui/src/app.rs (12249); codex-rs/tui/src/app/tests.rs (4818); sdk/python/src/codex_app_server/generated/v2_all.py (1797); codex-rs/tui/src/app/event_dispatch.rs (1654); codex-rs/tui/src/app/thread_routing.rs (1432)
rust-v0.124.0,rust-v0.123.0,2026-04-23T19:23:04+02:00,2026-04-22T17:25:21-07:00,stable-rollup,e93a08390bf1350a7a7b128bd4310fd1429e6651,d1005e4215bbbfb295ecd154883161d4f63d2f6e,86,599,43224,10946,54170,45900.66,5256,1041.36,Build / Release,codex-rs/app-server/src/codex_message_processor.rs (1412); codex-rs/core/src/session/tests.rs (1097); codex-rs/core/tests/suite/hooks.rs (1034); codex-rs/core/src/agent_identity.rs (848); codex-rs/login/src/agent_identity.rs (834)
rust-v0.125.0,rust-v0.124.0,2026-04-24T18:55:17+02:00,2026-04-23T19:23:04+02:00,stable-rollup,7d8152a5d74226ddaac12f93f7c5ed3f33a60d2a,e93a08390bf1350a7a7b128bd4310fd1429e6651,51,398,19229,6448,25677,22152.94,2179,429.44,Build / Release,codex-rs/core/src/session/session.rs (1189); codex-rs/models-manager/src/manager_tests.rs (964); codex-rs/core/src/plugins/startup_sync.rs (938); codex-rs/core-plugins/src/startup_sync.rs (938); codex-rs/core-plugins/src/startup_sync_tests.rs (769)
rust-v0.126.0,rust-v0.125.0,2026-04-29T14:45:42-07:00,2026-04-24T18:55:17+02:00,stable-rollup,fe5aa261bf0bd40b6ebb488260fc02d82bf8ae60,7d8152a5d74226ddaac12f93f7c5ed3f33a60d2a,214,928,72722,39568,112290,86495.72,6295,1161.52,Build / Release,codex-rs/app-server/src/codex_message_processor.rs (5952); codex-rs/core/src/tools/js_repl/mod_tests.rs (2912); codex-rs/external-agent-migration/src/lib.rs (2141); codex-rs/core/src/tools/js_repl/mod.rs (2055); codex-rs/codex-mcp/src/mcp_connection_manager.rs (1876)
rust-v0.127.0,rust-v0.126.0,2026-04-29T22:11:17-07:00,2026-04-29T14:45:42-07:00,stable-rollup,ed3c63bf904eed7754d2bc81b15368c1434c12b1,fe5aa261bf0bd40b6ebb488260fc02d82bf8ae60,34,209,11935,2060,13995,12405.56,635,126.76,Build / Release,codex-rs/linux-sandbox/src/linux_run_main.rs (880); codex-rs/linux-sandbox/src/bwrap.rs (768); codex-rs/tui/src/app_command.rs (484); codex-rs/core/src/plugins/manager.rs (356); codex-rs/tui/src/chatwidget.rs (352)
rust-v0.128.0,rust-v0.127.0,2026-04-30T08:06:35-07:00,2026-04-29T22:11:17-07:00,stable-rollup,08ad4f5f5abf9c4844d9ccd0e2c6b364d8460d46,ed3c63bf904eed7754d2bc81b15368c1434c12b1,10,153,5102,3324,8426,5776.96,2137,405.56,Build / Release,codex-rs/app-server/src/bespoke_event_handling.rs (1775); codex-rs/core/src/guardian/review_session.rs (410); codex-rs/tui/src/app_server_session.rs (408); codex-rs/app-server/tests/suite/v2/hooks_list.rs (313); codex-rs/app-server-protocol/schema/json/v2/TurnStartParams.json (306)
rust-v0.129.0,rust-v0.128.0,2026-05-07T08:13:38-07:00,2026-04-30T08:06:35-07:00,stable-rollup,734b6c9cb0c77143b955da3b5ebc84e1959081b8,08ad4f5f5abf9c4844d9ccd0e2c6b364d8460d46,225,1058,106002,54789,160791,113237.06,9051,1679.46,Build / Release,codex-rs/app-server-protocol/src/protocol/v2.rs (11073); codex-rs/app-server/src/codex_message_processor.rs (11031); codex-rs/tui/src/resume_picker.rs (5434); codex-rs/app-server/src/request_processors/thread_processor.rs (3933); codex-rs/app-server-protocol/src/protocol/v2/tests.rs (3660)
rust-v0.130.0,rust-v0.129.0,2026-05-08T14:57:55-07:00,2026-05-07T08:13:38-07:00,stable-rollup,3ebb3e033d9be7fb48fc957216d4a97eb24bec1f,734b6c9cb0c77143b955da3b5ebc84e1959081b8,44,424,9695,10484,20179,16765.58,2246,448.78,Build / Release,codex-rs/device-key/src/lib.rs (1495); codex-rs/thread-store/src/remote/proto/codex.thread_store.v1.rs (1122); codex-rs/exec-server/src/environment_toml.rs (708); codex-rs/core/src/turn_diff_tracker_tests.rs (663); codex-rs/core/src/turn_diff_tracker.rs (620)
rust-v0.131.0,rust-v0.130.0,2026-05-18T08:40:26-07:00,2026-05-08T14:57:55-07:00,stable-rollup,02d0ab56b9201fbb6f8e0e9be914c19053058eb1,3ebb3e033d9be7fb48fc957216d4a97eb24bec1f,272,1224,100060,40493,140553,107209.46,5514,936.16,Build / Release,codex-rs/tui/src/chatwidget.rs (10227); codex-rs/tui/src/history_cell.rs (5879); codex-rs/cli/src/doctor.rs (3844); codex-rs/tui/src/bottom_pane/chat_composer.rs (2751); codex-rs/tui/src/history_cell/tests.rs (2503)
rust-v0.132.0,rust-v0.131.0,2026-05-19T16:22:38-07:00,2026-05-18T08:40:26-07:00,stable-rollup,86cc0b9163fc0c50f2af0da9fe2b1a4a841436fd,02d0ab56b9201fbb6f8e0e9be914c19053058eb1,49,347,11136,4907,16043,12897.14,2454,488.64,Build / Release,codex-rs/skills/src/assets/samples/plugin-creator/scripts/validate_plugin.py (586); codex-rs/app-server-protocol/schema/json/v2/PluginInstalledResponse.json (525); codex-rs/app-server-protocol/schema/json/ClientRequest.json (427); codex-rs/app-server-protocol/schema/json/v2/CommandExecParams.json (345); codex-rs/core/tests/suite/apply_patch_cli.rs (305)
rust-v0.133.0,rust-v0.132.0,2026-05-21T08:27:50-07:00,2026-05-19T16:22:38-07:00,stable-rollup,71a2103606e57ee3508db968c26b2fcee54b5c6e,86cc0b9163fc0c50f2af0da9fe2b1a4a841436fd,123,716,40235,16278,56513,45807.4,3361,665.6,Build / Release,codex-rs/core/src/tools/spec_plan_tests.rs (3569); codex-rs/core/src/tools/spec_plan_model_tests.rs (1407); codex-rs/network-proxy/src/mitm_hook.rs (1047); codex-rs/core/src/session/tests.rs (936); codex-rs/core/src/session/turn.rs (776)
